subscriber_id,birthday,gender,handset_vendor,region,price_plan,price_plan_monthly_fee,ARPU
332,1973-01-04,"MALE","Apple","Mogilevskaya","Plan1",20.712000,27.561600
333,1971-01-04,"MALE","Apple","Mogilevskaya","Plan3",12.312000,18.096000
334,1994-03-10,"MALE","Apple","Minsk","Plan1",20.712000,21.000000
335,1998-02-19,"FEMALE","Apple","Brestskaya","Plan2",14.808000,23.498000
336,1998-01-18,"FEMALE","Apple","Minsk","Plan2",14.808000,15.136000
337,1976-04-05,"MALE","Samsung","Minskaya","Plan3",12.312000,17.320000
338,1970-01-05,"MALE","Apple","Gomelskaya","Plan3",12.312000,13.193900
339,1998-06-01,"MALE","Samsung","Brestskaya","Plan3",12.312000,13.590400
340,1976-06-03,"MALE","Samsung","Minskaya","Plan1",20.712000,21.211200
341,1977-06-13,"MALE","Samsung","Brestskaya","Plan1",20.712000,20.712000
342,1998-07-10,"FEMALE","Apple","Minsk","Plan3",12.312000,14.744000
343,1971-01-08,"MALE","Apple","Minsk","Plan1",20.712000,23.360000
344,1987-01-12,"MALE","Samsung","Mogilevskaya","Plan1",20.712000,45.349700
345,1983-01-17,"MALE","Apple","Minsk","Plan3",12.312000,17.032000
346,1980-05-03,"MALE","Samsung","Mogilevskaya","Plan3",12.312000,24.112000
347,1993-07-19,"FEMALE","Apple","Gomelskaya","Plan1",20.712000,20.712000
348,1981-07-09,"FEMALE","Samsung","Minskaya","Plan1",20.712000,28.152000
349,1999-06-06,"MALE","Apple","Gomelskaya","Plan3",12.312000,25.292400
350,1974-01-03,"FEMALE","Apple","Minsk","Plan2",14.808000,19.528000
351,1987-01-03,"FEMALE","Huawei","Grodnenskaya","Plan1",20.712000,28.638400
352,1977-06-20,"FEMALE","Apple","Brestskaya","Plan3",12.312000,14.776000
353,2000-01-04,"MALE","Huawei","Vitebskaya","Plan3",12.312000,16.509200
354,1977-01-05,"MALE","Huawei","Minsk","Plan1",20.712000,22.507200
355,1997-04-03,"MALE","Apple","Minsk","Plan2",14.808000,15.246200
356,1999-06-01,"FEMALE","Apple","Minskaya","Plan3",12.312000,12.312000
357,1984-03-15,"MALE","Huawei","Brestskaya","Plan3",12.312000,12.312000
358,1979-01-01,"MALE","Apple","Minsk","Plan3",12.312000,12.312000
359,1956-02-12,"MALE","Huawei","Brestskaya","Plan3",12.312000,17.616000
360,1992-02-07,"MALE","Apple","Gomelskaya","Plan1",20.712000,20.836800
361,1959-04-03,"MALE","Apple","Grodnenskaya","Plan3",12.312000,14.640000
362,1985-03-12,"FEMALE","Huawei","Gomelskaya","Plan3",12.312000,12.312000
363,1992-07-08,"FEMALE","Apple","Minsk","Plan3",12.312000,16.203200
364,1998-04-19,"MALE","Huawei","Minskaya","Plan3",12.312000,33.585600
365,1960-03-01,"MALE","Apple","Minsk","Plan1",20.712000,20.712000
366,1971-01-08,"FEMALE","Apple","Grodnenskaya","Plan3",12.312000,14.256000
367,1970-04-18,"FEMALE","Huawei","Gomelskaya","Plan2",14.808000,14.888000
368,1998-04-01,"MALE","Huawei","Minsk","Plan1",20.712000,21.912000
369,2002-01-04,"MALE","Apple","Brestskaya","Plan1",20.712000,34.561600
370,1982-02-11,"FEMALE","Huawei","Grodnenskaya","Plan3",12.312000,12.312000
371,1970-01-03,"FEMALE","Apple","Vitebskaya","Plan1",20.712000,21.024000
372,1980-03-08,"MALE","Huawei","Mogilevskaya","Plan3",12.312000,16.075200
373,1978-04-06,"MALE","Apple","Minsk","Plan1",20.712000,26.049600
374,1979-01-17,"FEMALE","Huawei","Mogilevskaya","Plan1",20.712000,20.784000
375,1964-03-04,"MALE","Apple","Minsk","Plan3",12.312000,12.312000
376,2000-02-18,"FEMALE","Apple","Minsk","Plan3",12.312000,22.316800
377,1981-02-02,"MALE","Apple","Minsk","Plan1",20.712000,39.305600
378,1962-02-13,"FEMALE","Apple","Minskaya","Plan1",20.712000,21.000000
379,1962-02-05,"MALE","Apple","Gomelskaya","Plan1",20.712000,20.712000
380,1990-03-02,"MALE","Apple","Minskaya","Plan1",20.712000,20.774400
381,1984-03-01,"FEMALE","Huawei","Gomelskaya","Plan3",12.312000,12.312000
382,1997-06-04,"MALE","Apple","Minskaya","Plan1",20.712000,20.918400
383,1962-04-06,"FEMALE","Apple","Minskaya","Plan1",20.712000,20.712000
384,1985-02-01,"MALE","Huawei","Mogilevskaya","Plan4",11.232000,20.760000
385,2000-02-05,"MALE","Apple","Gomelskaya","Plan2",14.808000,15.088000
386,1992-03-08,"FEMALE","Huawei","Minsk","Plan1",20.712000,28.152000
387,1970-03-02,"FEMALE","Huawei","Gomelskaya","Plan1",20.712000,25.632000
388,1971-04-20,"MALE","Huawei","Minsk","Plan1",20.712000,32.952000
389,1987-05-05,"MALE","Apple","Mogilevskaya","Plan1",20.712000,20.980800
390,1979-06-20,"FEMALE","Huawei","Gomelskaya","Plan1",20.712000,40.392000
391,1974-03-18,"FEMALE","Apple","Minsk","Plan3",12.312000,12.456000
392,2001-02-01,"MALE","Apple","Minsk","Plan3",12.312000,26.664000
393,1984-01-05,"MALE","Huawei","Grodnenskaya","Plan3",12.312000,22.384000
394,1997-05-06,"MALE","Apple","Minskaya","Plan3",12.312000,12.312000
395,1979-07-02,"FEMALE","Apple","Gomelskaya","Plan3",12.312000,12.592000
396,1981-01-08,"FEMALE","Apple","Mogilevskaya","Plan1",20.712000,40.152000
397,1980-03-07,"FEMALE","Apple","Brestskaya","Plan3",12.312000,18.744000
398,1965-01-05,"MALE","Huawei","Mogilevskaya","Plan1",20.712000,25.636800
399,1994-02-20,"MALE","Apple","Minsk","Plan1",20.712000,20.836800
400,1984-01-09,"FEMALE","Huawei","Mogilevskaya","Plan1",20.712000,25.396800
401,1973-07-15,"FEMALE","Apple","Grodnenskaya","Plan2",14.808000,14.968000
402,1975-01-09,"MALE","Huawei","Minsk","Plan1",20.712000,35.592000
403,1978-01-04,"FEMALE","Apple","Minsk","Plan3",12.312000,19.400000
404,1972-02-09,"MALE","Huawei","Minsk","Plan3",12.312000,12.352000
405,1985-02-06,"FEMALE","Apple","Minsk","Plan1",20.712000,20.774400
406,1963-01-01,"MALE","Apple","Minsk","Plan4",11.232000,12.050000
407,2001-06-07,"FEMALE","Apple","Mogilevskaya","Plan3",12.312000,17.608000
408,1980-01-10,"MALE","Apple","Minskaya","Plan1",20.712000,20.712000
409,1999-04-01,"MALE","Apple","Minsk","Plan3",12.312000,16.435200
410,1973-01-02,"FEMALE","Apple","Minsk","Plan1",20.712000,22.563200
411,1945-04-16,"FEMALE","Xiaomi","Gomelskaya","Plan1",20.712000,21.076800
412,1972-05-14,"FEMALE","Apple","Mogilevskaya","Plan3",12.312000,23.604800
413,1982-04-09,"FEMALE","Apple","Minskaya","Plan1",20.712000,21.144000
414,1994-01-03,"MALE","Apple","Minskaya","Plan1",20.712000,21.950400
415,1985-03-10,"FEMALE","Xiaomi","Minsk","Plan1",20.712000,26.524600
416,1980-02-12,"FEMALE","Apple","Mogilevskaya","Plan3",12.312000,12.392000
417,1974-07-02,"FEMALE","Xiaomi","Mogilevskaya","Plan2",14.808000,30.808000
418,1987-04-18,"MALE","Apple","Minsk","Plan1",20.712000,20.774400
419,1992-02-16,"MALE","Apple","Minsk","Plan1",20.712000,22.488000
420,1984-03-12,"FEMALE","Xiaomi","Gomelskaya","Plan1",20.712000,20.836800
421,1999-04-19,"FEMALE","Xiaomi","Grodnenskaya","Plan2",14.808000,14.808000
422,1995-02-08,"FEMALE","Apple","Brestskaya","Plan3",12.312000,22.126400
423,1982-01-19,"FEMALE","Xiaomi","Mogilevskaya","Plan1",20.712000,24.827000
424,1996-01-17,"MALE","Apple","Minskaya","Plan3",12.312000,12.352000
425,1981-03-10,"FEMALE","Apple","Minsk","Plan4",11.232000,11.352000
426,1971-01-02,"FEMALE","Apple","Minsk","Plan1",20.712000,20.952000
427,1987-01-07,"FEMALE","Xiaomi","Minsk","Plan4",11.232000,26.681600
428,1996-05-20,"FEMALE","Apple","Mogilevskaya","Plan2",14.808000,18.052800
429,1969-04-01,"FEMALE","Apple","Brestskaya","Plan1",20.712000,33.985600
430,1998-03-06,"MALE","Apple","Gomelskaya","Plan2",14.808000,26.838400
431,1999-05-13,"MALE","Apple","Gomelskaya","Plan3",12.312000,14.904000
432,1975-03-05,"MALE","Xiaomi","Gomelskaya","Plan4",11.232000,47.541500
433,1958-04-02,"FEMALE","Apple","Minsk","Plan1",20.712000,24.168000
434,1991-06-19,"MALE","Apple","Minsk","Plan1",20.712000,20.899200
435,1983-01-20,"MALE","Xiaomi","Minskaya","Plan1",20.712000,20.836800
436,1981-01-04,"FEMALE","Apple","Mogilevskaya","Plan2",14.808000,15.843200
437,1966-03-06,"FEMALE","Xiaomi","Brestskaya","Plan3",12.312000,22.552000
438,1990-07-01,"FEMALE","Apple","Minsk","Plan1",20.712000,33.604800
439,1997-07-03,"MALE","Apple","Minsk","Plan1",20.712000,20.712000
440,1963-03-11,"FEMALE","Apple","Minsk","Plan1",20.712000,20.712000
441,2000-03-08,"MALE","Apple","Minsk","Plan1",20.712000,30.123200
442,1996-01-19,"MALE","Xiaomi","Mogilevskaya","Plan1",20.712000,20.784000
443,1985-04-03,"FEMALE","Apple","Minsk","Plan1",20.712000,37.851200
444,1978-01-07,"FEMALE","Xiaomi","Minsk","Plan1",20.712000,38.675200
445,1978-04-03,"FEMALE","Apple","Minskaya","Plan2",14.808000,15.672000
446,1948-03-13,"MALE","Apple","Minsk","Plan2",14.808000,14.808000
447,1975-06-02,"FEMALE","Apple","Gomelskaya","Plan3",12.312000,15.097600
448,1986-03-09,"FEMALE","Xiaomi","Minskaya","Plan1",20.712000,26.472000
449,1975-03-04,"MALE","Apple","Minsk","Plan1",20.712000,28.337600
450,1999-04-06,"MALE","Xiaomi","Minskaya","Plan1",20.712000,20.774400
451,1995-06-20,"FEMALE","Apple","Gomelskaya","Plan1",20.712000,20.712000
452,1986-01-18,"FEMALE","Xiaomi","Gomelskaya","Plan3",12.312000,17.504000
453,1962-03-07,"FEMALE","Apple","Minsk","Plan1",20.712000,22.296000
454,1984-03-06,"FEMALE","Xiaomi","Minskaya","Plan1",20.712000,21.974400
455,1965-02-14,"FEMALE","Apple","Minskaya","Plan2",14.808000,22.064000
456,1977-04-06,"FEMALE","Apple","Gomelskaya","Plan1",20.712000,24.691200
457,1984-01-02,"MALE","Apple","Minsk","Plan1",20.712000,22.161600
458,1989-01-11,"MALE","Xiaomi","Grodnenskaya","Plan1",20.712000,33.606400
459,1977-06-13,"FEMALE","Xiaomi","Minsk","Plan3",12.312000,12.392000
460,1996-03-02,"MALE","Xiaomi","Minsk","Plan1",20.712000,37.937600
461,1999-04-21,"MALE","Apple","Gomelskaya","Plan1",20.712000,21.793600
462,1991-01-10,"FEMALE","Samsung","Minsk","Plan2",14.808000,19.808000
463,1977-04-08,"MALE","Apple","Minsk","Plan1",20.712000,21.331200
464,1967-06-17,"MALE","Samsung","Mogilevskaya","Plan1",20.712000,23.222400
465,1963-03-17,"MALE","Samsung","Mogilevskaya","Plan1",20.712000,30.176000
466,1977-07-07,"FEMALE","Apple","Minskaya","Plan3",12.312000,17.032000
467,1976-07-15,"FEMALE","Apple","Minskaya","Plan3",12.312000,22.224000
468,1992-02-09,"MALE","Xiaomi","Minskaya","Plan1",20.712000,21.704000
469,1989-04-01,"MALE","Apple","Gomelskaya","Plan1",20.712000,32.635200
470,1985-01-06,"FEMALE","Xiaomi","Minsk","Plan1",20.712000,20.836800
471,1952-04-08,"MALE","Apple","Minsk","Plan1",20.712000,27.232000
472,1968-03-17,"FEMALE","Apple","Minskaya","Plan1",20.712000,32.422400
473,1983-04-09,"MALE","Xiaomi","Gomelskaya","Plan1",20.712000,36.979200
474,1987-06-07,"FEMALE","Apple","Minsk","Plan1",20.712000,29.156800
475,1977-06-01,"MALE","Apple","Minskaya","Plan2",14.808000,14.888000
476,1971-02-07,"FEMALE","Apple","Minsk","Plan2",14.808000,15.288000
477,2000-07-17,"MALE","Xiaomi","Brestskaya","Plan2",14.808000,30.424000
478,1960-02-07,"FEMALE","Apple","Minsk","Plan1",20.712000,20.712000
479,1970-04-08,"MALE","Xiaomi","Gomelskaya","Plan1",20.712000,26.627100
480,1964-01-07,"MALE","Apple","Gomelskaya","Plan1",20.712000,20.774400
481,1966-04-07,"FEMALE","Apple","Vitebskaya","Plan1",20.712000,21.763200
482,1980-01-20,"FEMALE","Xiaomi","Minsk","Plan1",20.712000,20.712000
483,2002-01-20,"MALE","Xiaomi","Gomelskaya","Plan3",12.312000,13.512000
484,1983-02-04,"MALE","Apple","Mogilevskaya","Plan1",20.712000,21.460800
485,1978-04-05,"MALE","Apple","Minsk","Plan1",20.712000,23.654400
486,1962-03-08,"FEMALE","Apple","Mogilevskaya","Plan3",12.312000,15.392000
487,1967-02-04,"MALE","Xiaomi","Minsk","Plan1",20.712000,20.712000
488,1979-06-03,"FEMALE","Xiaomi","Gomelskaya","Plan3",12.312000,12.352000
489,1966-04-05,"FEMALE","Apple","Minsk","Plan1",20.712000,24.331200
490,1988-02-06,"FEMALE","Xiaomi","Minskaya","Plan1",20.712000,37.448000
491,1960-01-08,"FEMALE","Xiaomi","Mogilevskaya","Plan1",20.712000,24.336400
492,1990-01-16,"MALE","Samsung","Minskaya","Plan1",20.712000,49.519500
493,2001-06-05,"MALE","Apple","Minsk","Plan3",12.312000,12.312000
494,1979-01-04,"FEMALE","Samsung","Minsk","Plan3",12.312000,23.304000
495,1981-05-09,"FEMALE","Apple","Minsk","Plan2",14.808000,14.992000
496,1978-05-15,"MALE","Huawei","Minskaya","Plan3",12.312000,12.312000
497,2000-06-15,"MALE","Apple","Minsk","Plan3",12.312000,13.504000
498,1984-03-09,"MALE","Huawei","Mogilevskaya","Plan3",12.312000,36.768000
499,1979-01-02,"MALE","Apple","Minskaya","Plan1",20.712000,20.712000
500,2000-06-09,"MALE","Huawei","Gomelskaya","Plan3",12.312000,13.809600
501,1971-06-14,"FEMALE","Huawei","Mogilevskaya","Plan3",12.312000,16.704000
502,1985-01-01,"FEMALE","Apple","Minsk","Plan1",20.712000,36.686400
503,1976-06-05,"MALE","Huawei","Minskaya","Plan1",20.712000,35.686800
504,2001-01-09,"FEMALE","Apple","Gomelskaya","Plan3",12.312000,13.512000
505,1999-01-08,"MALE","Apple","Minsk","Plan2",14.808000,15.448000
506,1982-04-01,"FEMALE","Huawei","Mogilevskaya","Plan2",14.808000,14.968000
507,1953-02-10,"FEMALE","Apple","Gomelskaya","Plan1",20.712000,29.876800
508,1999-01-03,"MALE","Huawei","Mogilevskaya","Plan1",20.712000,23.352000
509,1972-02-18,"FEMALE","Huawei","Minsk","Plan1",20.712000,41.544000
510,1982-06-15,"FEMALE","Apple","Grodnenskaya","Plan1",20.712000,21.000000
511,1981-03-04,"FEMALE","Huawei","Gomelskaya","Plan2",14.808000,27.608000
512,2000-02-15,"FEMALE","Apple","Grodnenskaya","Plan2",14.808000,19.728000
513,1988-04-09,"MALE","Apple","Minsk","Plan1",20.712000,27.617600
514,1977-04-03,"MALE","Apple","Mogilevskaya","Plan1",20.712000,25.352000
515,1998-04-20,"MALE","Apple","Mogilevskaya","Plan3",12.312000,42.915200
516,1999-03-20,"FEMALE","Apple","Mogilevskaya","Plan3",12.312000,17.800000
517,1976-01-16,"FEMALE","Apple","Minsk","Plan3",12.312000,27.624000
518,1988-02-16,"FEMALE","Apple","Minsk","Plan1",20.712000,22.440000
519,1971-05-21,"FEMALE","Apple","Gomelskaya","Plan3",12.312000,19.996800
520,1971-01-07,"MALE","Apple","Minskaya","Plan3",12.312000,12.312000
521,1953-01-02,"MALE","Apple","Grodnenskaya","Plan3",12.312000,20.004800
522,1998-04-08,"MALE","Apple","Minsk","Plan3",12.312000,20.652600
523,1982-04-03,"FEMALE","Apple","Gomelskaya","Plan3",12.312000,31.328000
524,1988-01-01,"MALE","Apple","Minsk","Plan1",20.712000,40.846400
525,1979-01-15,"FEMALE","Apple","Mogilevskaya","Plan2",14.808000,23.280000
526,1997-01-14,"MALE","Apple","Minsk","Plan2",14.808000,35.185600
527,2000-01-12,"MALE","Apple","Minsk","Plan1",20.712000,21.144000
528,1976-04-03,"MALE","Apple","Grodnenskaya","Plan1",20.712000,20.712000
529,1998-04-11,"MALE","Apple","Minskaya","Plan3",12.312000,12.352000
530,1960-01-20,"FEMALE","Apple","Minsk","Plan1",20.712000,22.283000
531,1974-04-06,"FEMALE","Apple","Gomelskaya","Plan3",12.312000,14.059200
532,1970-06-12,"FEMALE","Apple","Gomelskaya","Plan3",12.312000,12.352000
533,1993-01-02,"MALE","Apple","Minsk","Plan1",20.712000,33.812800
534,1980-03-10,"MALE","Apple","Minsk","Plan1",20.712000,29.352000
535,2001-05-07,"MALE","Apple","Gomelskaya","Plan1",20.712000,21.974400
536,1973-01-19,"FEMALE","Apple","Minsk","Plan1",20.712000,27.032000
537,1997-04-08,"FEMALE","Apple","Minsk","Plan1",20.712000,20.712000
538,1973-04-03,"MALE","Apple","Minsk","Plan1",20.712000,20.712000
539,1980-01-05,"MALE","Xiaomi","Minsk","Plan1",20.712000,23.136000
540,1956-02-01,"FEMALE","Apple","Gomelskaya","Plan1",20.712000,24.486400
541,1987-01-14,"MALE","Xiaomi","Minskaya","Plan1",20.712000,36.056000
542,1983-06-04,"FEMALE","Xiaomi","Grodnenskaya","Plan3",12.312000,12.312000
543,1970-04-08,"FEMALE","Apple","Minskaya","Plan3",12.312000,19.236800
544,1970-07-04,"FEMALE","Xiaomi","Minskaya","Plan1",20.712000,36.078400
545,1985-07-01,"FEMALE","Apple","Minskaya","Plan1",20.712000,23.451200
546,1979-01-02,"MALE","Apple","Minsk","Plan3",12.312000,12.392000
547,1971-03-17,"FEMALE","Xiaomi","Minskaya","Plan1",20.712000,21.331200
548,1979-02-14,"FEMALE","Apple","Gomelskaya","Plan3",12.312000,16.222400
549,1962-03-17,"FEMALE","Xiaomi","Grodnenskaya","Plan1",20.712000,44.299100
550,1981-01-04,"FEMALE","Apple","Minsk","Plan3",12.312000,36.192000
551,1998-06-01,"FEMALE","Apple","Minskaya","Plan2",14.808000,19.779200
552,1962-04-04,"FEMALE","Xiaomi","Minsk","Plan1",20.712000,40.880000
553,1975-06-10,"MALE","Apple","Minsk","Plan3",12.312000,13.320000
554,1981-01-01,"MALE","Xiaomi","Gomelskaya","Plan1",20.712000,29.136000
555,1985-04-17,"FEMALE","Apple","Minsk","Plan1",20.712000,23.249600
556,1980-03-12,"FEMALE","Xiaomi","Gomelskaya","Plan3",12.312000,18.441600
557,1996-01-20,"MALE","Apple","Gomelskaya","Plan1",20.712000,22.708800
558,1995-01-01,"FEMALE","Apple","Gomelskaya","Plan2",14.808000,27.208000
559,1964-04-05,"MALE","Apple","Gomelskaya","Plan1",20.712000,20.774400
560,1995-01-15,"FEMALE","Xiaomi","Grodnenskaya","Plan2",14.808000,25.572800
561,1975-01-07,"FEMALE","Apple","Grodnenskaya","Plan1",20.712000,34.024000
562,1975-01-06,"FEMALE","Apple","Mogilevskaya","Plan3",12.312000,12.600000
563,1984-01-03,"MALE","Apple","Minsk","Plan3",12.312000,20.715200
564,1977-01-14,"FEMALE","Apple","Minsk","Plan3",12.312000,17.072000
565,1979-01-08,"MALE","Xiaomi","Gomelskaya","Plan3",12.312000,12.312000
566,1999-04-17,"MALE","Apple","Minsk","Plan2",14.808000,14.808000
567,1981-05-03,"MALE","Huawei","Minskaya","Plan1",20.712000,22.200000
568,1976-07-01,"FEMALE","Huawei","Minskaya","Plan3",12.312000,12.312000
569,1985-03-06,"MALE","Huawei","Brestskaya","Plan3",12.312000,12.312000
570,1982-06-05,"MALE","Huawei","Minsk","Plan1",20.712000,25.872000
571,1999-05-06,"MALE","Apple","Minsk","Plan3",12.312000,17.943900
572,1976-06-02,"MALE","Apple","Minsk","Plan1",20.712000,20.712000
573,1979-04-13,"FEMALE","Huawei","Gomelskaya","Plan1",20.712000,25.716800
574,1976-07-08,"FEMALE","Apple","Mogilevskaya","Plan3",12.312000,12.712000
575,1991-01-17,"FEMALE","Huawei","Minskaya","Plan1",20.712000,21.211200
576,2002-02-08,"FEMALE","Huawei","Gomelskaya","Plan3",12.312000,13.647800
577,1978-02-08,"FEMALE","Huawei","Brestskaya","Plan3",12.312000,17.504000
578,1981-03-17,"FEMALE","Apple","Gomelskaya","Plan1",20.712000,23.867200
579,1982-03-10,"FEMALE","Huawei","Gomelskaya","Plan3",12.312000,15.602000
580,1996-02-07,"MALE","Apple","Minsk","Plan2",14.808000,22.745600
581,1995-01-10,"MALE","Apple","Gomelskaya","Plan3",12.312000,12.680000
582,2001-02-18,"MALE","Apple","Minsk","Plan2",14.808000,15.680000
583,2000-07-05,"FEMALE","Xiaomi","Minsk","Plan3",12.312000,12.312000
584,1978-03-10,"MALE","Xiaomi","Gomelskaya","Plan1",20.712000,20.774400
585,1987-05-17,"FEMALE","Apple","Minskaya","Plan2",14.808000,21.168000
586,1974-02-01,"MALE","Xiaomi","Mogilevskaya","Plan1",20.712000,36.437200
587,1953-02-12,"FEMALE","Xiaomi","Minsk","Plan3",12.312000,12.312000
588,1975-02-09,"MALE","Xiaomi","Minsk","Plan3",12.312000,18.472000
589,1974-01-03,"FEMALE","Xiaomi","Gomelskaya","Plan2",14.808000,15.488000
590,1998-02-05,"MALE","Apple","Minsk","Plan3",12.312000,32.686400
591,2000-01-20,"MALE","Apple","Minsk","Plan2",14.808000,40.884800
592,1980-01-08,"FEMALE","Apple","Minsk","Plan1",20.712000,20.712000
593,1953-07-09,"FEMALE","Apple","Minskaya","Plan3",12.312000,38.593600
594,1983-07-15,"FEMALE","Apple","Gomelskaya","Plan1",20.712000,43.800000
595,1981-03-03,"FEMALE","Apple","Gomelskaya","Plan1",20.712000,21.912000
596,1964-04-08,"MALE","Apple","Brestskaya","Plan1",20.712000,27.860800
597,1980-04-06,"FEMALE","Apple","Minsk","Plan3",12.312000,12.312000
598,1999-03-03,"FEMALE","Apple","Brestskaya","Plan3",12.312000,23.734400
599,2000-01-04,"MALE","Apple","Minsk","Plan3",12.312000,32.179200
600,1980-04-19,"MALE","Apple","Mogilevskaya","Plan3",12.312000,41.772800
601,2001-02-20,"MALE","Apple","Minsk","Plan2",14.808000,20.798400
602,1950-01-07,"FEMALE","Apple","Minsk","Plan3",12.312000,26.500800
603,2002-01-20,"MALE","Apple","Gomelskaya","Plan2",14.808000,15.240000
604,1996-02-16,"MALE","Apple","Gomelskaya","Plan3",12.312000,13.640000
605,1981-02-03,"FEMALE","Apple","Gomelskaya","Plan3",12.312000,12.312000
606,1977-04-01,"MALE","Apple","Minskaya","Plan3",12.312000,15.097600
607,2002-02-07,"FEMALE","Apple","Grodnenskaya","Plan3",12.312000,12.504000
608,1970-04-03,"MALE","Apple","Minskaya","Plan1",20.712000,28.401600
609,1998-04-08,"MALE","Apple","Gomelskaya","Plan1",20.712000,34.651200
610,1995-03-14,"MALE","Apple","Minsk","Plan1",20.712000,22.728000
611,1999-06-05,"FEMALE","Apple","Gomelskaya","Plan3",12.312000,29.136000
612,1979-04-08,"MALE","Apple","Minsk","Plan2",14.808000,17.328000
613,1971-03-03,"FEMALE","Apple","Minsk","Plan2",14.808000,29.696000
614,1999-01-06,"FEMALE","Apple","Minskaya","Plan2",14.808000,14.808000
615,1981-01-21,"MALE","Apple","Minsk","Plan3",12.312000,12.392000
616,1997-02-13,"MALE","Apple","Mogilevskaya","Plan1",20.712000,43.259200
617,1975-04-01,"FEMALE","Apple","Grodnenskaya","Plan3",12.312000,14.510400
618,1976-07-08,"FEMALE","Apple","Minsk","Plan2",14.808000,21.200000
619,1996-01-08,"MALE","Apple","Mogilevskaya","Plan1",20.712000,22.459200
620,1990-06-03,"FEMALE","Apple","Minskaya","Plan1",20.712000,39.716800
621,1953-02-01,"MALE","Apple","Grodnenskaya","Plan3",12.312000,35.550400
622,2000-02-15,"MALE","Apple","Mogilevskaya","Plan1",20.712000,23.620800
623,1972-02-07,"MALE","Apple","Gomelskaya","Plan1",20.712000,30.665600
624,1990-07-14,"FEMALE","Apple","Minsk","Plan1",20.712000,22.440000
625,1970-02-18,"FEMALE","Apple","Minsk","Plan1",20.712000,30.295300
626,1977-01-19,"MALE","Apple","Minsk","Plan3",12.312000,27.066000
627,1982-04-09,"FEMALE","Apple","Minsk","Plan2",14.808000,14.928000
628,1985-03-03,"FEMALE","Apple","Minskaya","Plan2",14.808000,27.168000
629,1981-05-04,"FEMALE","Apple","Minsk","Plan1",20.712000,20.774400
630,1971-05-01,"FEMALE","Apple","Minsk","Plan1",20.712000,25.306000
631,1950-04-03,"MALE","Apple","Minsk","Plan1",20.712000,29.331200
632,1971-03-03,"FEMALE","Apple","Minsk","Plan3",12.312000,12.312000
633,1974-05-03,"MALE","Apple","Minskaya","Plan3",12.312000,12.312000
634,1978-02-17,"FEMALE","Apple","Grodnenskaya","Plan2",14.808000,16.008000
635,1975-01-08,"FEMALE","Apple","Grodnenskaya","Plan1",20.712000,28.488000
636,1999-02-12,"FEMALE","Apple","Brestskaya","Plan3",12.312000,21.029100
637,1980-01-06,"FEMALE","Apple","Grodnenskaya","Plan3",12.312000,12.432000
638,1995-03-02,"FEMALE","Apple","Mogilevskaya","Plan3",12.312000,15.390400
639,2000-07-12,"MALE","Apple","Minsk","Plan1",20.712000,25.579200
640,1969-04-14,"MALE","Apple","Minskaya","Plan1",20.712000,20.961600
641,2001-04-19,"MALE","Apple","Minskaya","Plan1",20.712000,36.014400
642,1975-01-18,"FEMALE","Apple","Brestskaya","Plan2",14.808000,15.048000
643,1997-01-17,"MALE","Apple","Minsk","Plan2",14.808000,41.940800
644,1969-02-06,"MALE","Apple","Brestskaya","Plan1",20.712000,33.512000
645,1984-06-20,"FEMALE","Apple","Minsk","Plan1",20.712000,21.912000
646,2002-02-01,"FEMALE","Apple","Minskaya","Plan2",14.808000,16.008000
647,2000-01-01,"FEMALE","Apple","Gomelskaya","Plan2",14.808000,27.472000
648,1978-03-07,"FEMALE","Apple","Minsk","Plan3",12.312000,18.465600
649,1998-01-13,"FEMALE","Apple","Gomelskaya","Plan2",14.808000,16.024000
650,1992-04-01,"MALE","Apple","Minsk","Plan1",20.712000,24.312400
651,1970-01-03,"FEMALE","Samsung","Minsk","Plan1",20.712000,30.312000
652,1958-04-09,"MALE","Samsung","Gomelskaya","Plan3",12.312000,15.840000
653,1980-02-02,"MALE","Samsung","Minsk","Plan1",20.712000,39.404800
654,1990-02-07,"FEMALE","Apple","Minskaya","Plan1",20.712000,23.662400
655,1972-01-06,"FEMALE","Samsung","Vitebskaya","Plan1",20.712000,20.712000
656,1969-06-14,"MALE","Apple","Minsk","Plan1",20.712000,25.446400
657,1978-06-03,"MALE","Samsung","Minskaya","Plan1",20.712000,40.392000
658,1995-06-01,"MALE","Apple","Minsk","Plan3",12.312000,16.704000
659,1969-07-13,"MALE","Samsung","Minsk","Plan2",14.808000,20.048000
660,1976-01-20,"MALE","Apple","Minsk","Plan1",20.712000,24.932800
661,1973-02-16,"MALE","Samsung","Minskaya","Plan1",20.712000,20.712000
662,1981-06-09,"MALE","Apple","Mogilevskaya","Plan1",20.712000,20.712000
663,1989-01-12,"MALE","Samsung","Minskaya","Plan1",20.712000,20.712000
664,1995-05-02,"FEMALE","Apple","Mogilevskaya","Plan3",12.312000,16.721600
665,1971-03-09,"MALE","Apple","Brestskaya","Plan1",20.712000,27.022400
666,1982-07-20,"MALE","Huawei","Minsk","Plan1",20.712000,29.462000
667,1961-05-09,"MALE","Huawei","Minskaya","Plan1",20.712000,41.720000
668,1970-03-15,"MALE","Apple","Minsk","Plan1",20.712000,21.086400
669,1983-04-16,"FEMALE","Huawei","Minsk","Plan3",12.312000,22.104000
